nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
María Fernanda Calatayud Espejo,42,Calle Fito Vera 94,Guadalajara,Málaga,15844,4.305811,-41.921677
Ibán Gomila-Laguna,38,Alameda Natalia Barco 988,Sevilla,Granada,26603,-29.183973,41.060019
Rufina Calixta Peral Vega,78,Avenida Paz Barrios 31,Guipúzcoa,Zaragoza,16170,-158.471619,27.9242115
Mauricio de Guardia,79,Rambla Nydia Ibarra 286 Piso 8 ,Lleida,Asturias,19131,58.554757,-26.1597295
Reinaldo Escrivá,22,Alameda de Vidal Manjón 66,Cuenca,Córdoba,51821,89.320129,-78.7821275
Noemí Alsina Pomares,33,Ronda de Juan Francisco Vila 776 Apt. 29 ,Vizcaya,Ciudad,25336,156.845666,-67.822716
Teresa del Paredes,72,Urbanización Brunilda Abad 53,Tarragona,Las Palmas,34426,-127.553692,44.9928475
Adelia Gracia Cózar Morán,79,Acceso Cleto Bayona 55,Alicante,Cantabria,40326,126.849024,63.7784985
Julia Amat Gámez,34,Avenida de Consuela Ruano 8 Apt. 55 ,Barcelona,La Rioja,32030,-106.680593,-58.4389715
Arcelia Josefa Sanjuan Larrea,71,Callejón Gabriel Franco 27,Asturias,Palencia,48850,173.755259,-28.9782695
Esperanza Berrocal Lladó,39,Callejón Encarnación Álvaro 3,Huesca,Santa Cruz de Tenerife,27424,-95.354471,-15.0662015
Custodia Sanz Cobo,72,Glorieta Pacífica Gutierrez 24 Puerta 1 ,Melilla,Barcelona,33399,100.025904,14.296412
Nazaret Anguita Abad,79,Callejón Alondra Goñi 12,Ávila,Lleida,07988,-120.781825,-6.773917
Bienvenida Egea-Meléndez,48,Vial de Flavio Poza 93 Piso 8 ,Cáceres,Madrid,36274,-96.628431,61.2281845
Francisco Clímaco Azcona Quevedo,19,Pasaje de Marcelo Montenegro 30 Piso 2 ,Sevilla,Jaén,04106,-90.186379,-10.203513
Lope Infante-Villena,36,Paseo Gastón Mateo 57 Apt. 98 ,Navarra,Valladolid,51787,104.659564,-50.0134335
Ramón Lluch Leon,24,Glorieta de Salomón Valle 20 Puerta 9 ,Las Palmas,Asturias,03548,100.479869,-45.553945
Hernán Mateos,75,Pasaje Débora Beltrán 5 Piso 0 ,León,Badajoz,39093,164.947277,-71.084247
Custodio Sanmartín Adadia,24,Acceso de Joaquín Mir 3 Puerta 6 ,Baleares,Sevilla,07726,76.763973,42.4617185
Flavio Marcos Carlos Gisbert,35,Glorieta Alex Tenorio 438 Piso 9 ,Girona,Burgos,50376,97.039520,51.430097
Juanito Valentín Estrada,73,Acceso de Candelaria Bartolomé 7,Valencia,Santa Cruz de Tenerife,18726,127.182523,55.141657
Lilia Olmedo Malo,39,Pasadizo Odalis Morcillo 3,Lugo,Ciudad,01466,-9.223638,1.4751055
Rosalva Fiol Rodríguez,37,Pasaje Natalia Puig 7,Zaragoza,Málaga,01805,35.104006,59.453326
Juan Carlos Vilaplana Llabrés,63,Via de Nazaret Espejo 7 Apt. 88 ,Ávila,Vizcaya,15874,144.514911,-78.4101105
Anselmo de Carreras,57,Avenida Ariadna Colom 92,Álava,Murcia,15356,90.137847,-56.682874
Obdulia Bueno Ramón,60,Via de Catalina Sevillano 83,La Coruña,Almería,38536,168.995668,-53.7316355
Seve Camilo Jódar Viana,43,Paseo Cloe Goñi 59 Apt. 49 ,Teruel,Tarragona,18022,-175.050952,24.901044
Adoración Coral Araujo Robledo,23,Glorieta Manola Blázquez 6 Piso 0 ,Castellón,Lleida,23136,142.253886,-66.6810545
Nélida Ortega,59,Callejón de Casandra Vives 37 Puerta 0 ,Girona,Guadalajara,17732,-164.321058,44.8247655
Diego Galo Fabregat Abad,49,Alameda de Anastasia Marí 13,La Coruña,Lleida,02533,124.099164,-16.7520895
Claudia Mayol Arias,23,Urbanización Leonardo Quero 83 Piso 4 ,Guipúzcoa,Guipúzcoa,41002,-138.257936,29.661505
Faustino Roman Valenzuela,42,Callejón de Fanny Larrea 49,Ourense,Tarragona,24292,-83.563731,61.047372
Cornelio Pelayo Teruel,49,Avenida de Magdalena Ropero 21 Apt. 77 ,Lleida,Madrid,43143,7.088283,-22.9225695
Bibiana Vera Varela,69,Vial Desiderio Hervia 45,Almería,Guipúzcoa,41625,175.942406,-56.442604
Reina Gimenez Barco,60,Urbanización Roxana Crespo 31,Ourense,Valencia,34889,-5.119061,-54.0723735
Iván Comas Uriarte,70,Cañada de Sancho Juliá 53 Puerta 8 ,La Coruña,Ourense,10185,-19.395639,-41.963808
Noa Andrade Coloma,80,Calle de María Dolores Rios 1 Apt. 42 ,Guipúzcoa,Melilla,01535,-169.500970,-7.1039805
Eloísa Manzanares Salamanca,54,Vial Eliana Fuente 16,La Rioja,La Coruña,48501,43.130599,-8.1418635
Jennifer Seco Domingo,45,Camino Aurelia Frutos 85,Vizcaya,Navarra,39164,-34.390385,-15.6038165
Azahar de Uría,79,Glorieta de María Manuela Serra 50,Ávila,Cantabria,27531,16.638190,54.3045805
Encarna Barrena Barba,33,Alameda de Vasco Amador 99,Asturias,Cantabria,30779,52.598432,64.156247
Luciano Múñiz Losada,62,Calle Leoncio Valderrama 79 Puerta 8 ,Ávila,Girona,31069,0.050665,17.702083
Melchor Natalio Lastra Nogués,58,Ronda Victoriano Huerta 5 Puerta 1 ,La Rioja,Tarragona,51939,49.137836,55.9972695
Luis Calixto Tenorio Calzada,75,Avenida Susana Ferrera 9 Apt. 19 ,Álava,Ourense,10999,43.653709,46.584408
Germán Montenegro Viana,80,Alameda Gil Lastra 85 Piso 2 ,Girona,Madrid,22356,-33.072468,21.513359
Victoria del Barral,62,Pasadizo de León Montserrat 38,Cáceres,Pontevedra,38169,128.601383,14.709331
Anastasio Simó Prieto,21,Avenida Maricruz Manrique 31,Ourense,La Rioja,06823,161.822579,-13.736045
Eladio de Riba,71,Cañada de Gracia Gutiérrez 233 Apt. 23 ,Segovia,Cádiz,45436,-135.730887,22.383524
Cecilia Mateos-Córdoba,36,Callejón de Ibán Madrid 600,Palencia,Córdoba,19302,-85.250638,67.4547555
Felipe Padilla-Perez,45,Via Florencia Blanch 34,Ciudad,Navarra,50272,122.014155,32.592633
Trinidad Armas Manzano,56,Pasaje Leire Gascón 3,Guipúzcoa,Cádiz,01475,-70.685539,89.4924825
Nacho Nieto Anglada,52,Glorieta de Benigna Franco 78 Puerta 5 ,Cádiz,Pontevedra,25020,110.980874,84.679107
Osvaldo Ulises Diéguez Téllez,52,Calle Esther Anguita 74 Piso 1 ,La Rioja,Ciudad,25616,71.208966,11.477369
Mamen Coloma Cuevas,33,Calle Leyre Arranz 58,Guipúzcoa,Teruel,20311,120.893223,38.819031
Fanny Ortega,53,Pasadizo Sabina Lozano 89 Puerta 1 ,Barcelona,Soria,03324,-150.454448,-57.0559255
Primitiva Poza Hervia,23,C. Dafne Franco 743 Apt. 74 ,Lleida,Ciudad,13540,-52.221215,11.622974
Quique Pérez Salgado,21,Callejón de Alicia Arnau 33,Girona,Almería,50874,149.182364,85.753371
Hector Montesinos-Mur,47,Rambla Clotilde Valero 3 Puerta 7 ,Madrid,Palencia,04689,-161.999582,-16.3727725
Laura Flora Company Pulido,50,Glorieta de Casemiro Silva 18 Piso 1 ,Soria,Salamanca,36230,-130.365936,-72.6440715
Carmina Manrique Francisco,79,Acceso de Ximena Ibáñez 3 Puerta 2 ,Barcelona,Guipúzcoa,39976,-99.290382,55.400031
Arturo Álvaro Pérez,31,Vial Berta Rosell 53,La Coruña,Cuenca,18037,130.604377,47.751938
Camilo Cáceres Carrión,49,Glorieta Juan Pablo Mármol 7 Puerta 3 ,Albacete,Granada,09713,139.785969,64.120550
Anabel de Ferrández,72,Urbanización de Gema Heras 608 Puerta 8 ,Vizcaya,Cuenca,18819,41.477278,-42.128700
Celestino Viñas Zorrilla,32,Alameda Edu Ros 793,Zaragoza,Cádiz,26079,88.283242,68.4422545
Mohamed de Collado,68,Camino Roberta Rocha 13 Puerta 8 ,León,Albacete,50083,178.656860,65.2997635
Samu Puig Quintana,72,Alameda de Paola Naranjo 49,Ciudad,Sevilla,22262,90.580541,5.191890
Olegario Chacón Sevillano,35,Glorieta Melisa Benavente 688 Piso 2 ,Cantabria,Ceuta,42045,89.892519,-61.0847005
Oriana Chamorro Ochoa,50,Alameda Jonatan Camino 17,Lugo,Lugo,33893,75.414835,83.533038
Selena Acero Llorens,61,Glorieta Maura Gual 558 Apt. 35 ,Madrid,Albacete,27703,156.545162,82.013054
Horacio Llobet-Jerez,55,Plaza Federico Larrea 18,Málaga,Asturias,16367,163.053861,9.6734845
Duilio Berrocal,39,Paseo René Lladó 95,Cuenca,Zaragoza,26706,137.211216,72.982664
Tiburcio Acuña-Galvez,48,Vial de Concha Cervera 921,Lugo,Palencia,09096,63.096702,-87.035064
Hector Enríquez Castrillo,63,Cañada Paca Pallarès 8 Piso 0 ,Guipúzcoa,Vizcaya,33177,116.174031,36.4420965
Lucio de Bello,37,Ronda de Vanesa Llorente 4,La Rioja,Tarragona,32826,-21.631960,49.557961
Araceli del Portillo,76,Plaza de Ciriaco Anaya 4 Puerta 9 ,Cuenca,Málaga,10329,-97.194705,-46.6679915
Feliciana Giner Domínguez,42,Pasaje de Melania Elorza 53,Lugo,Melilla,34384,-70.281056,34.7840775
Maxi de Lumbreras,76,Vial de Belen Barrena 31,Granada,Zamora,02279,-146.609371,-73.3038675
Ximena Beltrán Vilanova,34,Alameda de Mayte Aller 20,Pontevedra,Zaragoza,06199,-10.346443,-23.970405
Ibán Núñez-Amat,38,Ronda de Danilo Bernat 24,Guadalajara,Vizcaya,19749,59.988949,-23.2769035
Elba Román Tur,73,Paseo Íngrid Rosa 72 Apt. 41 ,Asturias,La Rioja,25717,-127.872574,3.1289555
Paulina Adán Bejarano,33,Avenida de Jordi Rojas 58,Zaragoza,Granada,01915,39.289684,70.100995
Luis Arnau Bermudez,18,Via Maricela Borrego 357,La Coruña,Cádiz,26119,-25.292581,-34.2339665
Simón Trillo Oliva,39,Cañada Benigno Gallart 90 Piso 8 ,La Coruña,La Coruña,09307,115.054989,41.7252045
Ciro Ureña Chaves,76,Avenida Heriberto Coloma 7 Piso 5 ,Cáceres,Lleida,35822,86.606105,75.3351845
Néstor Meléndez Salcedo,79,Pasadizo Isaías Salamanca 3 Puerta 4 ,Zamora,Albacete,01512,103.980016,12.860799
Luna Cuesta Acosta,28,Rambla de Adoración Martín 9 Puerta 6 ,Valencia,Pontevedra,19028,153.797034,19.230512
Fanny Sebastián Bonet,35,Acceso de Reina Luz 37,Navarra,Murcia,48301,47.210599,-26.5047035
Chelo de Palacio,75,C. Abilio Jaén 53 Piso 0 ,Madrid,Zamora,40343,-153.748121,82.299449
Jordán Valls Vergara,27,Via Ángel Zamora 39,Palencia,Madrid,10691,-27.467469,-58.841978
Luis Miguel Burgos,61,Cuesta Eli Castells 83 Apt. 72 ,Toledo,Huesca,02764,175.956746,-51.9440535
Lina Soriano-Sedano,55,Glorieta Ámbar Samper 4,Murcia,Asturias,21134,-32.695116,-28.7522765
Emelina Villaverde,24,Pasaje de Jose Ramón Checa 521 Piso 6 ,Almería,Asturias,02296,41.776778,-81.9227265
Edmundo Aguilera Hoyos,59,Acceso Nazaret Carreras 35,Jaén,Granada,02218,160.572741,-27.3839715
Jenny de Uría,80,Paseo Nicanor Carrasco 9,Sevilla,Asturias,16762,107.692880,-14.794895
Humberto Reig Alfaro,39,Cañada Ana Cazorla 24 Apt. 87 ,Almería,Asturias,28553,-135.692870,-48.3377785
Fabio Adrián Marti Goicoechea,24,Rambla Zoraida Llanos 4,La Rioja,Ourense,03052,63.844158,80.4166775
Pascual Roberto Criado Amador,53,Plaza de Gertrudis Anaya 41 Puerta 1 ,Vizcaya,Ceuta,17409,159.091267,85.254863
Consuelo Font Peláez,44,Avenida Bernarda Cano 5 Apt. 72 ,Lugo,Jaén,02066,-79.491532,73.433267
Severo Vilar Izquierdo,32,Pasaje Lucía Cueto 19,Cuenca,La Rioja,27909,72.474251,-71.4276495
Pili del Guitart,79,Pasaje Reynaldo Huerta 84,Barcelona,Segovia,44387,-65.396661,31.427063
José María de Tejera,47,Vial de Carmen Barón 92 Piso 1 ,Melilla,Pontevedra,40699,46.140334,-89.4607685
Ignacio Padilla,44,Plaza de Elodia Catalá 32 Apt. 96 ,Almería,Málaga,32823,-46.020095,20.5131015
Graciano Lobo-Bartolomé,31,Paseo Isabela Carbajo 45,Badajoz,Badajoz,29160,88.759410,57.3335635
Pedro Infante Córdoba,34,Avenida de Vinicio Lumbreras 65,Valladolid,Ceuta,47108,29.394609,24.4287165
Rómulo Manzanares Galván,42,Ronda Nadia Silva 17,La Rioja,Cádiz,10466,-70.695952,-53.062571
Felisa Flora Nevado Morera,64,Pasaje de Pía Zabala 65,Zaragoza,Málaga,23288,-19.964470,76.873007
Camila Bustamante-Raya,67,Avenida de Noemí Arco 13,Badajoz,León,13684,159.144386,54.3332605
Bartolomé Chema Iniesta Galan,79,Rambla Eusebia Muro 32,Cáceres,Segovia,35715,155.030753,57.151171
Borja García Múñiz,42,Avenida Dora Calleja 73 Piso 9 ,Vizcaya,Santa Cruz de Tenerife,17128,-41.091516,-20.6148915
Silvia Pozuelo Teruel,65,Urbanización Mónica Mena 64 Puerta 8 ,Ávila,Barcelona,26691,175.269742,-19.1935785
Olalla Rosales-Barberá,38,Glorieta de Montserrat Revilla 87 Apt. 94 ,Alicante,La Rioja,06009,23.477644,34.4181685
Nydia Cerdán Portero,53,Camino de Armida Pedrero 40,Palencia,Jaén,25814,108.917215,23.4589675
Manuelita Molins Garzón,32,Pasadizo Ismael Arenas 10,Toledo,Asturias,17491,-146.948276,-86.805731
Dominga Rey Serra,22,Urbanización Anselmo Cuenca 19 Piso 3 ,Ceuta,Zamora,11407,-173.801485,-76.3640685
Segismundo Donaire Abad,33,Cañada de Édgar Zabala 579 Puerta 5 ,La Rioja,Albacete,43603,95.898399,31.457920
Ismael Bauzà Reguera,57,Glorieta de Cruz Gómez 40 Apt. 55 ,Badajoz,Guipúzcoa,10719,-118.393755,17.7499915
Georgina Maestre Zaragoza,27,Alameda de Baldomero Moreno 89,Ceuta,Soria,51929,-36.566480,25.6092155
Amanda Garay Crespo,64,Urbanización Isidora Barreda 48 Apt. 47 ,Cádiz,Ávila,26479,-156.440010,65.003520
Manu Esparza Saez,69,Via de Trinidad Casanovas 31,Sevilla,Asturias,13501,-58.569063,12.446090
Segismundo Peñalver Cabañas,37,Avenida de Alba Larrea 47 Piso 7 ,Huesca,Segovia,13588,-126.014900,71.6637635
Cándido Melero,63,Alameda Plinio Pujadas 7 Apt. 85 ,Salamanca,Valencia,09208,115.782067,-6.702603
Jenaro Sanmartín Mesa,70,Ronda de Román Isern 3,Santa Cruz de Tenerife,La Rioja,21336,-106.135135,44.283529
Ariadna de Solsona,64,C. Alex Barba 750,Vizcaya,Pontevedra,10359,152.941880,33.027824
Enrique Puga Prada,58,Calle Octavia Blazquez 64,Granada,Alicante,26969,-71.426739,-12.9549075
Leonel Cabello Torralba,73,Urbanización Maricruz Sarmiento 82,Palencia,Álava,18523,-75.709297,-89.591711
Máxima Roig,27,Urbanización Eladio Garay 9,Vizcaya,Salamanca,16465,-74.894028,-87.375841
Mamen Acuña Carrillo,64,C. Josefina Jover 1 Piso 7 ,Girona,Sevilla,33719,-125.406774,-88.0859355
Gabriela Madrid Reyes,40,Alameda de Vito Rueda 698 Piso 9 ,La Coruña,Lleida,27238,170.088738,1.092996
Bernarda Palomino Leal,66,Cuesta de Etelvina Bernat 47,Guipúzcoa,Jaén,36312,-90.748058,-77.144505
Paulina Perez-Escudero,56,Vial de Paulino Morales 9 Puerta 9 ,Ávila,Soria,48465,-160.786790,-10.680755
Andrés Navas-Cabrera,53,Paseo de Carolina Larrea 98 Puerta 3 ,Valencia,Álava,40135,-136.451813,47.9883025
Olga Joaquina Godoy Manso,64,Urbanización Moreno Ibarra 75 Piso 2 ,Palencia,Lleida,50331,-163.803143,-38.215441
Isidro Galiano Valentín,70,Urbanización de Pacífica Lobato 43 Piso 1 ,Lleida,Ciudad,28642,-109.450688,24.3881005
Patricia Casandra Barrios Delgado,79,Glorieta Dora Carrasco 41,Segovia,Ourense,50128,120.923068,-45.882563
Elías Bastida Reig,39,Acceso de Mario Carballo 23,Almería,La Coruña,45669,137.928486,79.370068
Darío Fabregat Feliu,33,Plaza Berta Jover 39,Lugo,Barcelona,49667,112.178963,0.2007055
Héctor Lillo,29,Pasadizo de Rosendo Bayón 33 Puerta 7 ,Jaén,Málaga,07586,-154.814605,25.8942175
Melchor del Campo,51,Pasadizo Febe Arcos 935 Piso 7 ,La Coruña,Guipúzcoa,51127,-98.257966,-12.0637145
Dionisio Custodio Palomares Cervantes,21,Camino Nayara Olmo 80 Apt. 87 ,Almería,Valencia,38686,-82.313407,-0.737125
Carmelita Leocadia Sarmiento Escalona,74,Pasadizo Adelardo Borja 69 Puerta 9 ,Barcelona,Murcia,48736,-26.748592,18.049884
Lorenza Román Ariza,33,Calle Cornelio Franco 23 Apt. 89 ,Toledo,Álava,06929,-120.791065,-9.8247325
Estrella Aragón Falcó,31,Via Danilo Pino 7,Castellón,Tarragona,43514,162.345269,2.7568475
Jordana de Fuertes,70,Pasadizo Toribio Guillen 14 Puerta 6 ,Huelva,Tarragona,38739,-82.857438,-41.8857745
Teófila Trujillo Pallarès,64,Alameda Emelina Vergara 10,Cantabria,Álava,50648,112.706321,29.2740485
Leoncio Posada Puig,75,Acceso de Herberto Verdú 6 Puerta 0 ,Castellón,Huesca,38795,3.895872,-16.8201555
Gisela Ribes Rodrigo,50,Avenida Ana Sofía Llobet 5 Puerta 8 ,Murcia,León,05890,72.085563,-11.384857
Mariana Cayetana Cámara Aguilar,19,Alameda Jerónimo Rebollo 60,Santa Cruz de Tenerife,Navarra,36930,139.663323,-63.9712715
Ainoa Cuevas,54,Glorieta de Emiliana Garcia 74 Piso 7 ,Huelva,Zamora,04236,111.208971,-25.1972365
Ruben España Almeida,68,Alameda María Pilar Arribas 83,Huelva,Málaga,31032,161.239364,55.1864125
Marisol Cal-Medina,23,Cañada de Santos Rueda 2 Piso 9 ,Salamanca,Navarra,04135,-0.761172,37.734863
Sebastian Juan Bautista Fortuny Pozo,69,Pasadizo de Adán Boada 68 Puerta 0 ,Sevilla,Palencia,14568,92.238473,-36.175872
Jose Carlos Pujadas Juárez,48,Paseo de Roque Tomás 74,Navarra,Jaén,42476,-57.719376,-41.995745
Salud Muro Elorza,26,Calle Elisa Aramburu 245 Puerta 3 ,Pontevedra,Vizcaya,03763,174.209152,73.3698905
Lucila Jenny Herrera Pedraza,40,Cañada Ruth Ballester 339,Álava,Alicante,13140,122.864092,-26.742431
Eliana Casares Serra,23,C. de Prudencio Sans 797,Lugo,Valencia,26825,20.215549,23.952485
Albino Adelardo Chamorro Romeu,33,Alameda de Samuel Zorrilla 78 Puerta 7 ,Navarra,Ceuta,16729,78.653514,56.562136
Nayara Cámara Canet,59,Pasaje Carmelo Roura 72,Cádiz,Alicante,07163,4.098837,-67.9145725
Ainara Múñiz Aller,36,Camino de Amparo Mur 7 Apt. 00 ,Tarragona,Jaén,12085,-91.827832,-53.148136
Patricia Cortina Espada,28,Acceso de Serafina Jaume 8,Vizcaya,Córdoba,46323,73.738218,53.231892
Cosme Garzón Mena,39,Alameda de Abilio Soto 918,Álava,Murcia,36772,128.301296,87.6092785
Jacinta Sanmartín,18,Paseo de Cayetano Sanmartín 26 Apt. 12 ,Asturias,Baleares,42107,-102.109904,-23.3985205
Fidela Menéndez Ferreras,22,Avenida Ignacia Reguera 66,Albacete,Pontevedra,02879,-171.098735,-21.204687
Mercedes Puente Barranco,70,Callejón María Dolores Noriega 840,Burgos,Castellón,15511,7.957256,28.008326
Guadalupe Porras-Guillén,64,Via de Vicente Vives 688 Puerta 9 ,Badajoz,La Coruña,51926,-97.993770,60.110633
Evelia Arjona,77,Urbanización Máxima Alcántara 27 Piso 3 ,Alicante,Salamanca,44652,102.235044,6.1992045
Áurea Puga-Yáñez,59,Acceso Belen Feliu 5 Apt. 29 ,Segovia,Badajoz,44069,-110.337080,5.1925285
Graciano Duran Gárate,24,Camino de Eutropio Montero 2 Puerta 6 ,Las Palmas,Segovia,40339,-111.932478,41.6628125
Crescencia Portillo Palomino,51,Acceso Gracia Viña 53 Piso 8 ,Soria,Girona,42748,-83.003882,12.6428735
Paola Anaya Ballesteros,26,Paseo de Bernardo Carnero 77 Puerta 7 ,Córdoba,Ávila,41593,79.022329,2.5598665
Evita Elvira Gargallo Parra,33,Cuesta de Rosaura Roman 6 Puerta 2 ,Almería,Albacete,49679,-29.928919,33.615805
Esteban Jordá Miró,62,Ronda Benigna Cañete 59 Piso 7 ,Sevilla,Guipúzcoa,05476,-108.052745,47.0199235
Alcides Belmonte,59,Avenida de Paula Briones 91 Puerta 1 ,Albacete,León,08530,-68.363292,-11.7315675
Fortunato Calderón Suárez,63,Cuesta Duilio Daza 2,Córdoba,Huelva,39840,8.652831,-67.704761
Amalia Adadia Vallés,76,Avenida de Dorotea Huertas 47 Piso 5 ,Soria,Castellón,29021,3.662529,25.2887235
Benita Pazos Santana,60,Cuesta de Begoña Becerra 73,Córdoba,Ciudad,49880,-125.540998,38.3800855
Juan Luis Rey Marti,71,Alameda de Teo Sebastián 40 Apt. 88 ,Lleida,Cádiz,24271,17.703410,41.2954295
Wálter Pineda Avilés,50,Pasaje Asunción Lluch 87,Jaén,Guipúzcoa,42239,-72.144870,62.2260195
Basilio Alcalá Sevillano,73,Pasadizo Nazaret Santos 76 Puerta 4 ,Melilla,Huesca,45589,-144.264871,-71.574089
Eleuterio Sanabria,74,Paseo de Reinaldo Feijoo 845 Piso 5 ,Lleida,Jaén,13037,105.083215,19.268978
Ismael de Valdés,66,Cañada de Felicia Corbacho 2 Puerta 4 ,Álava,León,04648,110.710859,53.8108525
Néstor Fajardo Ferrándiz,72,Callejón Hilda Lago 480 Piso 3 ,Salamanca,Badajoz,43071,-122.634932,-18.574557
Ligia Vaquero Bustamante,34,Callejón de Celestina Buendía 81,Huelva,Asturias,05522,-17.420298,-72.4409435
Almudena Llorens Herranz,37,Via Mohamed Ballesteros 25 Apt. 24 ,Asturias,Cádiz,02496,-74.239746,14.443221
Pascual Sandoval-Aguiló,61,Pasaje de Claudio Colomer 237,León,Málaga,13566,-5.055402,39.1404645
Jaime Osuna,22,Calle de Nico Canet 243,Teruel,Melilla,19535,-138.774001,89.2539225
Evangelina Pi Esparza,55,Camino Haydée Roda 71,Navarra,Salamanca,28148,134.083331,64.940012
Lidia Ortiz Mulet,55,Vial de León Aguado 5,Huelva,Almería,51823,41.571671,63.905675
Judith Pintor Roca,57,C. de Calista Nuñez 97 Apt. 23 ,Castellón,Salamanca,38726,-157.272643,56.9221895
Julián Botella,47,C. de Ceferino Mendez 83 Puerta 8 ,Cádiz,Ciudad,27522,49.859326,71.007099
Rosa Valderrama Arroyo,67,Pasadizo David Carbonell 424,Pontevedra,Almería,48039,121.086968,-11.041599
Nicolás Benavente-Clavero,58,Cañada Gabino Rocha 25,Palencia,Barcelona,11308,81.108170,-25.775157
Mar Valero Vicente,74,Rambla Rogelio Salazar 97 Apt. 61 ,Albacete,Murcia,03947,-164.784020,-65.9785725
Geraldo Zapata Amores,27,Avenida Silvia Carrera 15,Valladolid,Baleares,28471,-144.022717,-7.4112605
Luna Noemí Soto Martinez,22,Plaza Natividad Marco 4 Puerta 5 ,Ciudad,Ávila,31637,-42.223957,73.521009
Eduardo Madrigal Campoy,72,Urbanización de Judith Oliver 99 Puerta 1 ,Albacete,Barcelona,48912,119.995643,71.0901545
Amílcar Duarte Alcolea,77,Rambla de Javi Solano 74 Piso 9 ,Valencia,Soria,37892,61.208011,43.8496005
Palmira Campos-Paz,50,Glorieta de Renata Araujo 9,Tarragona,Las Palmas,35696,12.431260,-4.4005615
María Ángeles Salinas Sarmiento,78,Calle de Nerea Becerra 95 Apt. 51 ,Salamanca,Soria,16683,-140.189898,21.2610965
Pía Bolaños Cardona,49,Cañada de Dalila Grau 736,Ceuta,Cuenca,37421,20.852172,-34.531139
Fidel Verdú,58,Glorieta David Chamorro 68,León,Burgos,29785,-173.587962,3.008298
Cecilio José Manuel Monreal Tello,24,Plaza de Chelo Río 2 Puerta 4 ,Castellón,Ciudad,36157,4.493053,-9.452521
Clotilde Niño Capdevila,36,Urbanización de Eva María Asensio 1 Apt. 10 ,Madrid,Barcelona,40668,143.267068,35.6482105
Martina Conde,79,Camino Isidro Escobar 61 Puerta 0 ,Castellón,Lugo,33135,-36.878734,82.7002435
Lisandro Matas Andrade,51,Cañada de Julia Farré 55 Puerta 1 ,Cuenca,Guadalajara,11749,-79.230911,22.5751555
Telmo Pepito Pelayo Puente,79,Vial de Maxi Cabeza 25 Piso 9 ,Santa Cruz de Tenerife,Lugo,38020,-18.357022,-12.863807
Plácido Mate Serna,65,Acceso de Gervasio Arellano 6,Zamora,La Coruña,18566,5.572993,-42.073029
Carmelo Vilanova Sacristán,71,Urbanización de Virginia Tolosa 20,Cantabria,León,35510,-1.208847,-34.747598
Pepita Miguela Requena Miguel,24,Pasadizo Maristela Roman 823,Las Palmas,Girona,44401,115.657542,35.087667
Santos Jaume Gallart,27,C. de Nidia Quevedo 85,Baleares,Granada,04027,-39.375521,-39.184974
Modesta Marisol Badía Sans,28,C. de Crescencia Morán 2,Santa Cruz de Tenerife,Albacete,40625,-162.836565,19.0755145
Maribel Nadal Barberá,54,Pasadizo Felix Martí 79,Las Palmas,Albacete,23672,10.086635,-62.486478
Marcelo Modesto Peña Puerta,70,Cuesta de Serafina Perelló 608,Valladolid,Málaga,02651,66.714442,62.767289
Zaida Quevedo,53,Acceso de Emma Cabañas 93,Granada,Valencia,27860,-60.345469,-36.7145885
Cristian Tur Bosch,19,Glorieta de Dionisio Guerra 945,Murcia,Granada,16404,-141.256220,-0.4902845
Josefina Lara Bilbao,73,Vial Paloma Soto 55,La Coruña,Álava,13493,-165.170738,-48.635178
Susana Matas,65,Pasaje de Serafina Calvet 45,Murcia,Cuenca,34166,35.191836,9.5023605
Ale Ribes Serra,39,Cuesta de Sara Catalá 60 Apt. 62 ,Toledo,Soria,02231,-115.042386,-79.445071
Jose Ignacio Lupe Soto Lopez,28,Paseo Aurora Sedano 6 Piso 9 ,Almería,Palencia,25337,74.789592,86.6344855
Glauco Soto Roman,59,Rambla Berto Segura 5,Lleida,Lleida,29339,62.720388,42.484623
Geraldo Rodriguez Alcalá,75,Via de Horacio Martorell 2 Piso 3 ,Granada,Cantabria,49189,124.853633,12.0205165
Lola González Urrutia,71,Vial Albina Jover 30,Madrid,Ávila,26776,18.121727,4.050744
Borja José Luis Tejera Mate,41,Paseo Patricia Macias 876,Almería,Jaén,37590,-28.311764,63.654905
Juan Antonio Sebastián Lobato Vega,54,Cuesta Luciana Trujillo 70,Álava,Girona,49815,-140.066656,-0.3575735
Pepe del Valera,60,Rambla María Manuela Caro 22,Cuenca,La Rioja,51674,63.107114,-0.948739
Osvaldo Blanes Pozuelo,46,Callejón de Felix Flores 26 Puerta 9 ,Málaga,Badajoz,07988,9.271148,43.266754
Ignacio Vila Cerdá,19,Avenida de Anita Ramírez 80,Alicante,Asturias,40948,-80.602407,-19.1765825
Ariadna Montero-Blanca,74,Vial de Susana Ureña 17,Jaén,Valladolid,24386,56.659093,-3.8985305
Renata Palma,37,Pasadizo Abraham Ferrán 47,Córdoba,Almería,47615,168.536274,-27.6882275
Purificación Fuertes Luís,76,Pasaje Teófila Lamas 9,Valencia,Guipúzcoa,27610,140.793815,-32.8182225
Julio de Amo,41,Camino José Mari Palacios 43 Puerta 5 ,Pontevedra,Girona,24841,78.286894,-54.8541755
